City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
218,Tabuk,PH,2022-02-05 16:55:43,17.4189,121.4443,68.34,91,82,4.12,broken clouds
219,Aberystwyth,GB,2022-02-05 16:55:43,52.4155,-4.0829,49.3,87,100,30.33,light rain
220,Surazh,RU,2022-02-05 16:55:43,53.0175,32.3918,24.82,96,100,14.61,light snow
221,Saldanha,ZA,2022-02-05 16:55:44,-33.0117,17.9442,89.65,64,10,10.85,clear sky
222,Buin,CL,2022-02-05 16:55:44,-33.7333,-70.75,85.05,20,0,9.42,clear sky
223,Maceio,BR,2022-02-05 16:55:44,-9.6658,-35.7353,87.24,45,20,16.11,few clouds
224,Harper,LR,2022-02-05 16:55:44,4.375,-7.7169,82.99,68,74,10.04,broken clouds
225,Ariquemes,BR,2022-02-05 16:55:45,-9.9133,-63.0408,80.47,76,100,4.32,overcast clouds
226,Grimshaw,CA,2022-02-05 16:53:48,56.1834,-117.6027,2.82,85,100,9.22,light snow
227,Maarianhamina,AX,2022-02-05 16:55:45,60.0973,19.9348,33.66,80,0,8.05,clear sky
228,Kaitangata,NZ,2022-02-05 16:55:46,-46.2817,169.8464,44.42,93,33,5.46,scattered clouds
229,Guerrero Negro,MX,2022-02-05 16:53:29,27.9769,-114.0611,61.59,30,0,3.71,clear sky
230,Huangcun,CN,2022-02-05 16:55:46,30.0145,118.4037,32.83,76,55,4.94,broken clouds
231,Cherskiy,RU,2022-02-05 16:55:46,68.75,161.3,-32.82,96,15,1.39,few clouds
232,Pangody,RU,2022-02-05 16:55:47,65.85,74.4859,-16.06,100,93,4.5,overcast clouds
233,Mar Del Plata,AR,2022-02-05 16:50:48,-38.0023,-57.5575,67.08,88,100,10.0,moderate rain
234,Corinto,GR,2022-02-05 16:55:47,37.9407,22.9573,55.69,70,10,3.11,clear sky
235,Sarai,RU,2022-02-05 16:55:47,53.7458,41.0213,3.27,99,54,5.55,broken clouds
236,Kamaishi,JP,2022-02-05 16:55:47,39.2667,141.8833,26.78,66,51,10.13,broken clouds
237,Mortka,RU,2022-02-05 16:55:48,59.3322,66.0214,18.0,99,100,2.64,overcast clouds
238,Henties Bay,NA,2022-02-05 16:55:48,-22.116,14.2845,70.86,76,9,8.05,clear sky
239,Opuwo,NA,2022-02-05 16:55:48,-18.0607,13.84,81.81,26,92,8.21,overcast clouds
240,Morlaix,FR,2022-02-05 16:55:48,48.5833,-4.0,50.32,75,100,12.66,overcast clouds
241,Beringovskiy,RU,2022-02-05 16:52:08,63.05,179.3167,-8.28,92,79,14.7,broken clouds
242,Vesoul,FR,2022-02-05 16:55:49,47.5833,5.8333,45.82,82,13,4.97,few clouds
243,Olinda,BR,2022-02-05 16:55:49,-8.0089,-34.8553,87.53,51,40,9.22,scattered clouds
244,Huarmey,PE,2022-02-05 16:55:49,-10.0681,-78.1522,76.24,71,18,10.92,few clouds
245,Elat,IL,2022-02-05 16:55:50,29.5581,34.9482,60.64,41,40,4.61,scattered clouds
246,Mersing,MY,2022-02-05 16:55:50,2.4312,103.8405,80.51,83,100,13.8,overcast clouds
247,Ermelo,ZA,2022-02-05 16:55:50,-26.5333,29.9833,56.57,96,99,8.32,overcast clouds
248,Yilan,TW,2022-02-05 16:55:50,24.757,121.753,59.36,99,100,6.44,overcast clouds
249,Champerico,GT,2022-02-05 16:55:51,14.3,-91.9167,89.35,56,1,8.61,clear sky
250,Kargil,IN,2022-02-05 16:55:51,34.5667,76.1,-16.46,87,37,2.66,scattered clouds
